artifact_role,relative_path,origin,download_url,sha256,note
raw-experiment-archive,03-clock-correct.tar.gz,zenodo-record-19629352,https://zenodo.org/records/19629352/files/03-clock-correct.tar.gz?download=1,1bdc621b22abf6c652dad524996b1b198166f20781b266df951fac3482c619e0,Public Zenodo artifact for 03-clock-correct.
