artifact_role,relative_path,origin,download_url,sha256,note
raw-experiment-archive,08-portability-ramulator2.tar.gz,zenodo-record-19629352,https://zenodo.org/records/19629352/files/08-portability-ramulator2.tar.gz?download=1,2e306813c4787237d565ee8dfd1709cc58a48f7c2c370fdcd51469649d731011,Public Zenodo artifact for 08-portability-ramulator2.
