artifact_role,relative_path,origin,download_url,sha256,note
raw-experiment-archive,04-model-correct.tar.gz,zenodo-record-19629352,https://zenodo.org/records/19629352/files/04-model-correct.tar.gz?download=1,750eaa5a4e302b24fbce8f0b4fd9942412c956e022960ddfa8f3f6c2633aea60,Public Zenodo artifact for 04-model-correct.
