artifact_role,relative_path,origin,download_url,sha256,note
raw-experiment-archive,06-noc.tar.gz,zenodo-record-19629352,https://zenodo.org/records/19629352/files/06-noc.tar.gz?download=1,28cb32743fbebad285811035a8b5c03e125e41d22602445027fd6193499219ac,Public Zenodo artifact for 06-noc.
