artifact_role,relative_path,origin,download_url,sha256,note
raw-experiment-archive,05-address-mapping.tar.gz,zenodo-record-19629352,https://zenodo.org/records/19629352/files/05-address-mapping.tar.gz?download=1,a61b60f47a6f06186661ae8b0b04c8be6f111c8418d0a85f777c64583fc572a0,Public Zenodo artifact for 05-address-mapping.
