artifact_role,relative_path,origin,download_url,sha256,note
raw-experiment-archive,07-prefetcher.tar.gz,zenodo-record-19629352,https://zenodo.org/records/19629352/files/07-prefetcher.tar.gz?download=1,f4e9d0fb941cd412d68fd187ac36edadada1661bae14669fd78b175551b92335,Public Zenodo artifact for 07-prefetcher.
