artifact_role,relative_path,origin,download_url,sha256,note
raw-experiment-archive,09-portability-dramsim3.tar.gz,zenodo-record-19629352,https://zenodo.org/records/19629352/files/09-portability-dramsim3.tar.gz?download=1,d7cb96a628bbb949b3e21fe124d7828a479d79ee697c2d4db454e0d47e78aef1,Public Zenodo artifact for 09-portability-dramsim3.
