type,rd_percentage,pause,bandwidth_bytes_per_second,latency_core_ptr_chase,latency_mem_ptr_chase
DDR4-1.3333333,90,100,44671510644.677666,91.78441309409669,58.095238095238095
DDR4-1.3333333,90,120,38424698050.97452,90.23940172095328,58.095238095238095
DDR4-1.3333333,90,140,36033036281.85907,89.71759756534192,56.666666666666664
DDR4-1.3333333,90,160,33515571814.092957,89.10417500333467,56.666666666666664
DDR4-1.3333333,90,180,31351671364.31784,88.20109721307878,54.285714285714285
DDR4-1.3333333,90,200,29442331634.18291,88.0973886328725,55.238095238095234
DDR4-1.3333333,90,220,27916041979.010494,88.04481018213737,54.285714285714285
DDR4-1.3333333,90,260,25166383208.3958,87.86728110599078,54.285714285714285
DDR4-1.3333333,90,300,22793057871.06447,87.00576281468001,52.857142857142854
DDR4-1.3333333,90,340,20812320239.88006,86.83864118895966,54.285714285714285
DDR4-1.3333333,90,380,19264335832.08396,86.23843967966934,52.38095238095238
DDR4-1.3333333,90,450,16976714842.578712,85.80503144654088,51.904761904761905
DDR4-1.3333333,90,550,14464758020.989508,85.40450680272109,51.904761904761905
DDR4-1.3333333,90,600,13586355622.188906,85.27619047619048,51.904761904761905
DDR4-1.3333333,90,700,12028967916.04198,84.63218827903833,51.42857142857142
DDR4-1.3333333,90,800,10771545427.286358,84.32396909381035,50.476190476190474
DDR4-1.3333333,90,900,9784131934.032984,83.72004507324401,50.476190476190474
DDR4-1.3333333,90,1000,9023270764.617691,83.56057760527523,49.047619047619044
DDR4-1.3333333,90,2000,5143604197.90105,82.06712564543889,47.61904761904762
DDR4-1.3333333,90,10000,1799119640.1799102,77.15765402206081,42.857142857142854
DDR4-1.3333333,100,0,113181524437.78113,189.14077853363565,157.61904761904762
DDR4-1.3333333,100,5,112617863868.06596,164.46684697975576,136.66666666666666
DDR4-1.3333333,100,10,110866365217.39131,142.33680555555554,109.52380952380952
DDR4-1.3333333,100,15,106578528335.83209,122.85027885027884,91.42857142857143
DDR4-1.3333333,100,20,102699936431.7841,115.51579614896806,81.42857142857143
DDR4-1.3333333,100,25,95864813193.4033,109.05034013605442,73.33333333333333
DDR4-1.3333333,100,30,93645164617.69115,108.03466148364107,72.38095238095238
DDR4-1.3333333,100,35,91556692053.97302,106.437606292517,75.23809523809524
DDR4-1.3333333,100,40,87231174812.5937,103.6060606060606,70.0
DDR4-1.3333333,100,45,77235737331.33434,98.31737875006117,62.857142857142854
DDR4-1.3333333,100,50,75114957721.13943,98.26550188420691,64.28571428571428
DDR4-1.3333333,100,55,73054829385.30734,96.7461764847783,62.38095238095238
DDR4-1.3333333,100,60,71117951424.28787,95.65876980162695,63.33333333333333
DDR4-1.3333333,100,65,68945655172.41379,95.48556205699063,61.42857142857142
DDR4-1.3333333,100,70,67174879760.119934,94.81613756613756,62.38095238095238
DDR4-1.3333333,100,80,63661202998.50075,94.03251231527094,59.52380952380952
DDR4-1.3333333,100,90,58863371514.24288,92.4724673653245,60.476190476190474
DDR4-1.3333333,100,100,49425348125.937035,91.07002267573695,58.095238095238095
DDR4-1.3333333,100,120,43272635682.15892,89.43621893201724,55.714285714285715
DDR4-1.3333333,100,140,39898799400.29985,89.08323329331732,57.14285714285714
DDR4-1.3333333,100,160,36934879760.11994,88.15931533903884,53.33333333333333
DDR4-1.3333333,100,180,34269447676.161922,88.14606100504717,53.33333333333333
DDR4-1.3333333,100,200,32077941829.08546,87.84270353302611,54.285714285714285
DDR4-1.3333333,100,220,30005051874.06297,87.3009768009768,54.285714285714285
DDR4-1.3333333,100,260,26744055172.41379,86.32601394988376,53.33333333333333
DDR4-1.3333333,100,300,24137729535.232384,85.90039789500706,51.42857142857142
DDR4-1.3333333,100,340,21997135832.083958,85.44217687074828,51.42857142857142
DDR4-1.3333333,100,380,20209165817.091457,85.37993197278911,51.904761904761905
DDR4-1.3333333,100,450,17649185007.496254,85.16386054421768,51.42857142857142
DDR4-1.3333333,100,550,14978849775.112444,84.71889128322135,50.476190476190474
DDR4-1.3333333,100,600,13967323538.230885,84.6533569949719,51.42857142857142
DDR4-1.3333333,100,700,12295148425.787106,84.23708742756362,50.0
DDR4-1.3333333,100,800,10987082458.770615,83.85943825382914,50.95238095238095
DDR4-1.3333333,100,900,9967496251.874063,83.53365886231792,49.52380952380952
DDR4-1.3333333,100,1000,9148939130.434784,83.5155043612537,50.0
DDR4-1.3333333,100,2000,5177859070.464768,81.85433215202248,50.0
DDR4-1.3333333,100,10000,1801537631.184408,77.10473115799992,43.80952380952381
