artifact_role,relative_path,origin,download_url,sha256,note
raw-experiment-archive,01-baseline.tar.gz,zenodo-record-19629352,https://zenodo.org/records/19629352/files/01-baseline.tar.gz?download=1,e55e668909b5f4989f4793edda09c61ea7e6d4342da21f6462c3ad0fb9f107ee,Public Zenodo artifact for 01-baseline.
