artifact_role,relative_path,origin,download_url,sha256,note
raw-experiment-archive,02-clock-uncommented.tar.gz,zenodo-record-19629352,https://zenodo.org/records/19629352/files/02-clock-uncommented.tar.gz?download=1,4d5b9f1c3cf8f40c1d310ce0ca84ffe6e9aa81b63a1f311cf4b1d2a1a2c0ed07,Public Zenodo artifact for 02-clock-uncommented.
