type,rd_percentage,pause,bandwidth_bytes_per_second,latency_core_ptr_chase,latency_mem_ptr_chase,latency_mem_ptr_chase_ram,bandwidth_ram
DDR4-1.3333333,0,0,115476641199.4003,134.33695622525502,317.93650793650795,142.3769880594247,113590398080.0
DDR4-1.3333333,0,5,108102534332.8336,54.09118885649497,173.33333333333331,168.60865471521635,108199211316.0
DDR4-1.3333333,0,10,106630044977.51125,50.84564422784039,157.61904761904762,155.57467138936676,106730903460.0
DDR4-1.3333333,0,15,78731264767.6162,32.64617693600221,76.66666666666666,76.12734040318351,78771773778.0
DDR4-1.3333333,0,20,69740771214.3928,30.47033130925748,69.04761904761905,68.26342670658566,69753896160.0
DDR4-1.3333333,0,25,73274933733.13344,30.895629907291713,69.04761904761905,68.46144771153618,73285978860.0
DDR4-1.3333333,0,30,70562417991.0045,30.734217840635125,66.66666666666666,66.00400890010022,70570697844.0
DDR4-1.3333333,0,35,68847592203.89806,30.152188308951896,65.71428571428571,64.95433737385842,68879039472.0
DDR4-1.3333333,0,40,67621737931.034485,29.494713902877166,64.76190476190476,63.950232098755805,67663915944.0
DDR4-1.3333333,0,45,66685438080.95951,29.306839294857728,63.33333333333333,62.73459681836492,66739067442.0
DDR4-1.3333333,0,50,65150282458.77062,29.061340527682287,62.857142857142854,62.056343301408575,65195368704.0
DDR4-1.3333333,0,55,63783983208.395805,28.80812874832808,60.476190476190474,60.11129550278238,63822206544.0
DDR4-1.3333333,0,60,62121278560.71964,28.592222603327045,60.476190476190474,59.69207174230179,62163204114.0
DDR4-1.3333333,0,65,60828526536.731636,28.35984977324263,60.0,59.45873173646829,60859788594.0
DDR4-1.3333333,0,70,59451211994.003006,28.099277649204012,59.047619047619044,58.49620946240524,59489851716.0
DDR4-1.3333333,0,80,56792026386.806595,27.58634222919937,57.61904761904761,57.077468176936705,56800372926.0
DDR4-1.3333333,0,90,54310092953.52324,27.249850340136053,55.714285714285715,55.21303863032597,54308845578.0
DDR4-1.3333333,0,100,51787456671.66418,27.067012888654467,54.76190476190476,54.239441105986025,51771358020.0
DDR4-1.3333333,0,120,47166272863.568214,26.434792946304736,53.80952380952381,53.26261258156531,47166870342.0
DDR4-1.3333333,0,140,42910340029.98501,26.16572003081463,51.42857142857142,50.70249801756245,42928048578.0
DDR4-1.3333333,0,160,39380677661.16942,26.05384945565224,51.42857142857142,50.60751276518781,39387499530.0
DDR4-1.3333333,0,180,36348651274.362816,25.74792639172871,50.0,49.578862989471574,36335176950.0
DDR4-1.3333333,0,200,33757773913.04348,25.827660096296583,50.0,49.21145898028648,33752132340.0
DDR4-1.3333333,0,220,31439995202.3988,25.557389184566883,49.52380952380952,48.969811224245284,31431544734.0
