type,rd_percentage,pause,bandwidth_bytes_per_second,latency_core_ptr_chase,latency_mem_ptr_chase,latency_mem_ptr_chase_ram,bandwidth_ram
DDR4-1.3333333,0,0,102833328935.53226,209.7645211930926,192.85714285714286,133.1154123278853,102882340344.0
DDR4-1.3333333,0,5,98096887556.2219,176.02398395255537,152.38095238095238,113.70954959273874,98151663666.0
DDR4-1.3333333,0,10,94617197001.49925,157.46626006724526,126.66666666666666,102.31479930786998,94643770548.0
DDR4-1.3333333,0,15,83425458470.76462,135.0841247390045,107.61904761904762,100.35655675891391,83454071286.0
DDR4-1.3333333,0,20,78215628185.90704,124.37612863327149,92.85714285714285,88.01521120038028,78241215528.0
DDR4-1.3333333,0,25,74066019790.10495,121.31214255613749,91.42857142857143,87.90964719774118,74077784634.0
DDR4-1.3333333,0,30,72803089655.17241,119.27997633836142,90.95238095238095,88.50707771267693,72832827282.0
DDR4-1.3333333,0,35,69672261469.26537,115.9603943272224,86.19047619047619,84.27263310681582,69690600078.0
DDR4-1.3333333,0,40,61434569115.442276,105.58107894320518,72.38095238095238,71.75886104397152,61449208170.0
DDR4-1.3333333,0,45,58536002398.800606,103.784065141208,72.38095238095238,71.89319804732995,58536782028.0
DDR4-1.3333333,0,50,57487265967.016495,103.5616883116883,70.0,69.53652923841322,57491791920.0
DDR4-1.3333333,0,55,56433827886.05698,101.28677248677248,68.57142857142857,68.0478639511966,56431884900.0
DDR4-1.3333333,0,60,55620173913.04348,101.30743260267069,67.61904761904762,67.02091217552281,55633628562.0
DDR4-1.3333333,0,65,53529081859.070465,99.58523263319927,65.71428571428571,65.14331637858291,53541632550.0
DDR4-1.3333333,0,70,51959201199.40031,98.21998727548572,66.66666666666666,66.09690690242266,51973744218.0
DDR4-1.3333333,0,80,49552023988.006,96.51859892893327,65.71428571428571,65.13321687833042,49546319274.0
DDR4-1.3333333,0,90,45923761319.34033,93.60600130463143,61.42857142857142,60.74097076852427,45917075076.0
DDR4-1.3333333,0,100,34951253973.0135,89.20052465430616,56.19047619047619,55.35081438377036,34955564232.0
DDR4-1.3333333,0,120,32348085157.421288,88.60022970227052,54.76190476190476,54.31848885796222,32351958474.0
DDR4-1.3333333,0,140,30085987406.296856,88.58847954766321,55.238095238095234,54.59095936477398,30091038516.0
DDR4-1.3333333,0,160,28004432983.508247,87.85376344086022,54.76190476190476,54.250667856266695,28009927812.0
DDR4-1.3333333,0,180,26254613493.253376,87.66230594802023,55.238095238095234,54.6474201161855,26251748076.0
DDR4-1.3333333,0,200,24825043478.26087,87.44806384092098,55.238095238095234,54.632440365811014,24820934076.0
DDR4-1.3333333,0,220,23846361619.190403,87.06950041162962,53.33333333333333,52.61556881538922,23843674800.0
DDR4-1.3333333,0,260,21590308845.577213,86.51313183501249,53.33333333333333,52.69853081746327,21586383276.0
DDR4-1.3333333,0,300,19743232383.808094,86.16524584517352,52.857142857142854,52.11225955280649,19737492600.0
DDR4-1.3333333,0,340,18574335232.383804,86.25221734263324,53.33333333333333,52.80910182022754,18568732440.0
DDR4-1.3333333,0,380,17307442278.86057,85.35501700680273,51.904761904761905,51.16024477900611,17301601302.0
DDR4-1.3333333,0,450,15344235082.45877,84.85219926479908,51.42857142857142,50.883548772088716,15337406928.0
